From,To,Strength
nm2976492,nm2977461,1
nm2976492,nm4909523,1
nm7429639,nm2146022,1
nm7429639,nm6233871,1
nm7429639,nm2134328,1
nm2146022,nm6233871,2
nm2146022,nm2134328,1
nm2146022,nm4785118,1
nm2146022,nm0875320,1
nm2146022,nm5345817,1
nm6233871,nm2134328,1
nm6233871,nm7139974,1
nm6233871,nm2571848,1
nm6233871,nm9262135,1
nm6233871,nm4909523,1
nm2759746,nm13718373,1
nm2759746,nm12563621,1
nm2759746,nm6575696,1
nm2759746,nm2644115,1
nm13718373,nm12563621,1
nm1076340,nm1268621,1
nm1076340,nm5168876,1
nm1076340,nm5044816,1
nm1076340,nm9781467,1
nm1268621,nm5168876,1
nm3599039,nm5415981,1
nm3472080,nm4173451,1
nm9377852,nm3825676,1
nm9377852,nm10879927,1
nm3825676,nm10879927,1
nm0024114,nm4354446,1
nm0024114,nm4354779,1
nm0024114,nm4335615,1
nm4354446,nm4354779,1
nm4354446,nm4335615,1
nm4354779,nm4335615,1
nm0176660,nm2306701,1
nm0176660,nm1024311,1
nm0176660,nm0245705,1
nm0176660,nm3395427,1
nm2306701,nm1024311,1
nm2306701,nm1312305,1
nm2306701,nm0280081,1
nm2306701,nm0070779,1
nm3733098,nm6814353,1
nm3733098,nm3822917,1
nm3733098,nm6814354,1
nm6814353,nm3822917,1
nm6814353,nm6814354,1
nm3822917,nm6814354,1
nm9948722,nm11110279,1
nm9948722,nm11635496,1
nm9948722,nm8295124,1
nm11110279,nm11635496,1
nm11215689,nm10919994,1
nm11215689,nm10961659,1
nm11215689,nm5852085,1
nm11215689,nm0629062,1
nm11215689,nm9820652,1
nm10919994,nm10961659,1
nm10919994,nm5852085,1
nm10919994,nm0629062,1
nm10919994,nm9820652,1
nm10961659,nm5852085,1
nm10961659,nm0629062,1
nm10961659,nm9820652,1
nm5852085,nm0629062,1
nm5852085,nm9820652,1
nm0629062,nm9820652,1
nm13368633,nm9318969,1
nm13368633,nm13368634,1
nm9318969,nm13368634,1
nm1022918,nm0020751,1
nm1022918,nm4680692,1
nm0020751,nm4680692,1
nm4191182,nm1399162,1
nm4191182,nm9166788,1
nm4191182,nm4839358,1
nm4191182,nm1217893,1
nm9944731,nm13866919,1
nm0796316,nm3121639,1
nm0796316,nm0169398,1
nm3121639,nm0169398,1
nm0169398,nm0440149,1
nm0358717,nm0563848,1
nm0424134,nm4200637,1
nm0424134,nm3163991,1
nm4200637,nm3163991,1
nm3163991,nm3258847,1
nm3163991,nm4006132,1
nm0880054,nm1107305,1
nm0880054,nm0761055,1
nm0880054,nm0000411,1
nm0880054,nm3068922,1
nm1107305,nm0761055,1
nm1107305,nm0000411,1
nm0761055,nm0000411,1
nm1832297,nm3940164,1
nm1832297,nm2528451,1
nm3940164,nm2528451,1
nm11896058,nm11498426,1
nm11896058,nm12064158,1
nm11498426,nm12064158,1
nm12064158,nm7951829,1
nm12064158,nm14446758,1
nm12064158,nm14446759,1
nm12064158,nm6160527,1
nm12064158,nm10337621,1
nm12064158,nm14568363,1
nm12064158,nm14773258,1
nm12064158,nm14773259,1
nm12064158,nm14773257,1
nm12064158,nm13169668,1
nm12064158,nm14773051,1
nm12064158,nm15002162,1
nm12064158,nm15002163,1
nm6727088,nm10681482,1
nm6727088,nm13370913,1
nm10681482,nm13370913,1
nm0541195,nm2758698,1
nm0541195,nm4076211,1
nm2758698,nm4076211,1
nm1032473,nm3859624,1
nm6481448,nm11520036,1
nm6481448,nm13371589,1
nm6481448,nm8680851,1
nm6481448,nm0648499,1
nm6481448,nm13371590,1
nm6481448,nm13371588,1
nm11520036,nm13371589,1
nm11520036,nm8680851,1
nm11520036,nm0648499,1
nm11520036,nm13371590,1
nm11520036,nm13371588,1
nm13371589,nm8680851,1
nm13371589,nm0648499,1
nm13371589,nm13371590,1
nm13371589,nm13371588,1
nm8680851,nm0648499,1
nm8680851,nm13371590,1
nm8680851,nm13371588,1
nm0648499,nm13371590,1
nm0648499,nm13371588,1
nm0648499,nm1846416,1
nm0648499,nm14857176,1
nm13371590,nm13371588,1
nm2239702,nm6129779,1
nm2239702,nm7078703,1
nm2599759,nm3185725,1
nm2599759,nm1740563,1
nm2599759,nm4190172,1
nm3185725,nm1740563,1
nm3185725,nm4190172,1
nm1740563,nm4190172,1
nm4978045,nm2196964,1
nm4978045,nm4978061,1
nm4978045,nm4977889,1
nm2196964,nm4978061,1
nm2196964,nm4977889,1
nm4978061,nm4977889,1
nm2132319,nm2119840,1
nm3774592,nm0344015,1
nm3774592,nm0782242,1
nm0344015,nm0782242,1
nm4223318,nm4223086,1
nm4223318,nm4224625,1
nm4223086,nm4224625,1
nm8740834,nm5517526,1
nm8740834,nm14299670,1
nm8740834,nm0397212,1
nm8740834,nm14464404,1
nm4802218,nm4625502,1
nm4802218,nm8165603,1
nm4802218,nm8300011,1
nm4937591,nm1903561,1
nm4937591,nm6475805,1
nm4937591,nm1279154,1
nm4578637,nm4577989,1
nm4578637,nm0073950,1
nm4578637,nm0493691,1
nm4577989,nm0073950,1
nm4577989,nm0493691,1
nm0073950,nm0493691,1
nm0022764,nm0554614,1
nm0022764,nm1423891,1
nm0022764,nm0865949,1
nm0022764,nm3177382,1
nm0022764,nm0845189,1
nm0022764,nm1511166,1
nm0554614,nm1423891,1
nm0554614,nm0865949,1
nm1423891,nm0865949,1
nm1215126,nm4236729,1
nm8904959,nm10996279,1
nm8904959,nm1910857,1
nm8904959,nm10387724,1
nm10996279,nm1910857,1
nm10996279,nm10387724,1
nm1910857,nm10387724,1
nm1910857,nm0175931,1
nm1910857,nm1682799,1
nm1910857,nm9233834,1
nm1910857,nm8916365,1
nm1910857,nm0684500,1
nm4941695,nm8620841,1
nm4941695,nm9699887,1
nm8620841,nm9699887,1
nm4244312,nm3329873,1
nm4244312,nm3348588,1
nm3329873,nm3348588,1
nm6013375,nm6106052,1
nm6106052,nm6488552,1
nm6106052,nm7120988,1
nm6106052,nm13893577,1
nm6106052,nm12968885,1
nm13377593,nm7613627,1
nm3437115,nm1734202,1
nm3437115,nm2687941,1
nm3437115,nm3858768,1
nm1734202,nm2687941,1
nm1734202,nm3858768,1
nm2687941,nm3858768,1
nm13379007,nm13379008,1
nm13379007,nm13379009,1
nm13379007,nm13379010,1
nm13379008,nm13379009,1
nm13379008,nm13379010,1
nm13379009,nm13379010,1
nm2736690,nm4794692,1
nm2736690,nm0024492,1
nm4794692,nm0024492,1
nm7240586,nm0770449,1
nm7240586,nm1935952,1
nm0770449,nm1935952,1
nm0770449,nm3973870,1
nm0770449,nm10820204,1
nm0770449,nm2003218,1
nm13380570,nm5042878,1
nm5042878,nm3826010,1
nm5042878,nm7973739,1
nm5042878,nm3455011,1
nm5042878,nm5422670,1
nm5042878,nm6388679,1
nm5042878,nm14781025,1
nm9589905,nm13381252,1
nm9589905,nm10654491,1
nm13381252,nm10654491,1
nm0005499,nm0001549,1
nm0005499,nm3400186,1
nm4112833,nm4247216,1
nm4112833,nm3713319,1
nm4247216,nm3713319,1
nm13474299,nm13383610,1
nm13474299,nm6646790,1
nm13474299,nm12769982,1
nm13383610,nm6646790,1
nm13383610,nm12769982,1
nm6646790,nm12769982,1
nm13384035,nm9619668,1
nm13384035,nm11616439,1
nm13384035,nm13465280,1
nm9619668,nm11616439,1
nm9619668,nm13465280,1
nm9619668,nm6648623,1
nm9619668,nm13769663,1
nm11616439,nm13465280,1
nm2731600,nm5182450,1
nm2731600,nm0072648,1
nm10694544,nm13384240,1
nm10694544,nm13384241,1
nm13384240,nm13384241,1
nm8503897,nm9677698,1
nm8503897,nm11823439,1
nm9677698,nm11823439,1
nm0694361,nm0768334,1
nm0694361,nm2341200,1
nm0694361,nm0704379,1
nm0768334,nm2341200,1
nm0768334,nm0704379,1
nm2341200,nm0704379,1
nm0960276,nm2639419,1
nm0960276,nm0851458,1
nm0960276,nm6338716,1
nm0960276,nm2502851,1
nm2639419,nm0851458,1
nm0851458,nm1253936,1
nm0851458,nm1863193,1
nm3240106,nm1273708,1
nm3240106,nm0001650,1
nm1273708,nm0001650,1
nm3945751,nm4414400,1
nm0219292,nm3341074,1
nm0219292,nm6676262,1
nm0219292,nm6561765,1
nm4262039,nm1571947,1
nm4262039,nm1537451,1
nm4262039,nm4263267,1
nm1571947,nm1537451,1
nm1571947,nm4263267,1
nm1537451,nm4263267,1
nm13388278,nm13388274,1
nm13388278,nm13388273,1
nm13388278,nm13388275,1
nm13388278,nm13388276,1
nm13388278,nm13388277,1
nm13388274,nm13388273,1
nm13388274,nm13388275,1
nm13388274,nm13388276,1
nm13388274,nm13388277,1
nm13388273,nm13388275,1
nm13388273,nm13388276,1
nm13388273,nm13388277,1
nm13388275,nm13388276,1
nm13388275,nm13388277,1
nm13388276,nm13388277,1
nm14517711,nm15072992,1
nm14517711,nm13983043,1
nm14517711,nm8329831,1
nm14517711,nm10527795,1
nm14517711,nm13511470,1
nm15072992,nm13983043,1
nm13983043,nm14431899,1
nm13983043,nm13159638,1
nm0382890,nm1812308,1
nm0382890,nm0046058,1
nm0382890,nm0934077,1
nm0382890,nm1195175,1
nm0382890,nm2642892,1
nm0382890,nm4362834,1
nm1812308,nm0046058,1
nm1812308,nm0934077,1
nm0046058,nm0934077,1
nm13139997,nm0025606,1
nm0364814,nm0516496,1
nm0364814,nm0228356,1
nm0516496,nm0228356,1
nm4273257,nm2065113,1
nm4273257,nm4273429,1
nm4273257,nm4275573,1
nm4273257,nm6199186,1
nm2065113,nm4273429,1
nm2065113,nm4275573,1
nm4273429,nm4275573,1
nm4273857,nm4272534,1
nm4273857,nm1481506,1
nm4273857,nm3892419,1
nm4273857,nm8898391,1
nm4273857,nm2416509,1
nm4272534,nm1481506,1
nm1460101,nm4477836,1
nm1460101,nm5043643,1
nm4477836,nm2024927,1
nm4477836,nm3300306,1
nm4477836,nm3236733,1
nm0018271,nm3247708,1
nm0018271,nm3708145,1
nm0018271,nm0001334,1
nm3247708,nm3708145,1
nm3247708,nm0001334,1
nm3708145,nm0001334,1
nm3708145,nm3435308,1
nm0001334,nm0001579,1
nm0044386,nm0305487,1
nm0044386,nm1288058,1
nm0305487,nm1288058,1
nm9898475,nm13394656,1
nm14614686,nm9958041,1
nm8355315,nm8787006,1
nm8355315,nm13399291,1
nm8787006,nm13399291,1
nm12325857,nm11630701,1
nm13399008,nm13399007,1
nm13399008,nm11164883,1
nm13399008,nm13399006,1
nm13399007,nm11164883,1
nm13399007,nm13399006,1
nm11164883,nm13399006,1
nm9343214,nm13399260,1
nm9343214,nm13399259,1
nm9343214,nm13399261,1
nm9343214,nm9615250,1
nm9343214,nm13405376,1
nm13399260,nm13399259,1
nm13399260,nm13399261,1
nm13399260,nm9615250,1
nm13399260,nm13405376,1
nm13399259,nm13399261,1
nm13399259,nm9615250,1
nm13399259,nm13405376,1
nm13399261,nm9615250,1
nm13399261,nm13405376,1
nm9615250,nm13405376,1
nm13399430,nm13399432,1
nm13399430,nm13399434,1
nm13399430,nm13399435,1
nm13399432,nm13399434,1
nm13399432,nm13399435,1
nm13399434,nm13399435,1
nm13399468,nm13399469,1
nm13399468,nm13399470,1
nm13399468,nm13399472,1
nm13399469,nm13399470,1
nm13399469,nm13399472,1
nm13399470,nm13399472,1
nm13252834,nm11225998,1
nm0319696,nm2113423,1
nm0319696,nm3498991,1
nm0319696,nm2632840,1
nm2113423,nm3498991,1
nm2113423,nm2632840,1
nm3498991,nm2632840,1
nm2143282,nm1775091,2
nm2143282,nm1542397,1
nm2143282,nm1830811,1
nm13403115,nm13403116,1
nm13067986,nm5709125,1
nm13067986,nm3230224,1
nm13067986,nm6946516,1
nm5709125,nm3230224,1
nm5709125,nm6946516,1
nm3230224,nm6946516,1
nm10344409,nm13404699,1
nm10344409,nm14606229,1
nm10344409,nm2641691,1
nm10344409,nm1538591,1
nm10344409,nm14449178,1
nm10344409,nm14724653,1
nm10344409,nm14724654,1
nm10344409,nm13902055,1
nm10344409,nm14724655,1
nm13404699,nm14606229,1
nm9816418,nm9987505,1
nm9816418,nm11087592,1
nm9816418,nm1753356,1
nm9987505,nm11087592,1
nm9987505,nm1753356,1
nm11087592,nm1753356,1
nm6876513,nm0233616,1
nm7803109,nm10919906,1
nm1708414,nm0001441,1
nm0502813,nm2954640,1
nm0502813,nm0187724,1
nm0502813,nm0001592,1
nm0502813,nm1273957,1
nm13532904,nm13532905,1
nm13532904,nm11431373,1
nm13532905,nm11431373,1
nm4461361,nm0740090,1
nm6046412,nm12493835,1
nm6046412,nm8351607,1
nm6046412,nm0411644,1
nm12493835,nm8351607,1
nm12493835,nm0411644,1
nm8351607,nm0411644,1
nm0004997,nm4703128,1
nm0004997,nm10157189,1
nm4703128,nm10157189,1
nm10157189,nm1479650,1
nm10157189,nm0423666,1
nm14531776,nm11418589,1
nm14531776,nm14341739,1
nm11418589,nm14341739,1
nm13415132,nm13415133,1
nm13415132,nm13415134,1
nm13415132,nm13415135,1
nm13415133,nm13415134,1
nm13415133,nm13415135,1
nm13415133,nm7072217,1
nm13415133,nm12582066,1
nm13415133,nm9508320,1
nm13415134,nm13415135,1
nm1897033,nm3396450,1
nm13184919,nm1259022,1
nm13184919,nm2378222,1
nm13184919,nm8777706,2
nm13184919,nm13281579,1
nm13184919,nm13052972,1
nm13184919,nm0147367,1
nm13184919,nm1284928,1
nm13184919,nm9299062,1
nm13184919,nm3366972,1
nm13184919,nm13661518,1
nm13184919,nm0667074,1
nm1259022,nm2378222,1
nm1259022,nm8777706,1
nm1259022,nm5446508,1
nm1259022,nm5160712,1
nm2378222,nm8777706,1
nm2378222,nm3382478,1
nm2378222,nm1353777,1
nm2378222,nm0010684,1
nm8777706,nm13622491,1
nm8777706,nm0312035,1
nm8777706,nm13052972,1
nm8777706,nm0147367,1
nm8777706,nm5446508,1
nm8777706,nm1797691,1
nm8777706,nm0046532,1
nm8777706,nm1192396,1
nm5669159,nm13427622,1
nm5669159,nm13525027,1
nm13427622,nm13525027,1
nm4122772,nm2893201,1
nm4122772,nm5396259,1
nm4122772,nm1367142,1
nm4122772,nm0032633,1
nm4122772,nm4094317,1
nm4122772,nm2807747,1
nm4122772,nm7836926,1
nm4122772,nm0062540,1
nm10953749,nm13427472,1
nm10953749,nm11658105,1
nm10953749,nm13427473,1
nm10953749,nm11967532,1
nm10953749,nm13888997,1
nm10953749,nm13888998,1
nm13427472,nm11658105,1
nm13427472,nm13427473,1
nm11658105,nm13427473,1
nm3629863,nm3973347,1
nm3629863,nm7832790,1
nm0646010,nm1071554,1
nm0646010,nm0349427,1
nm1071554,nm0349427,1
nm4103550,nm3776066,1
nm4103550,nm4247909,1
nm3776066,nm4247909,1
nm1818216,nm0368689,1
nm1818216,nm4299147,1
nm1818216,nm0693848,1
nm1818216,nm6346171,1
nm1818216,nm1758612,1
nm0368689,nm4299147,1
nm0368689,nm2343617,1
nm4299147,nm4215609,1
nm4299147,nm3618794,1
nm4299147,nm0602107,1
nm7504821,nm13433875,1
nm7504821,nm13433878,1
nm7504821,nm13433877,1
nm13433875,nm13433878,1
nm13433875,nm13433877,1
nm13433878,nm13433877,1
nm10152180,nm8097652,1
nm10152180,nm6345818,1
nm10152180,nm8529234,1
nm8097652,nm6345818,1
nm8097652,nm8529234,1
nm6345818,nm8529234,1
nm13441396,nm2428088,1
nm13441396,nm1495298,1
nm13441396,nm13451984,1
nm2428088,nm1495298,1
nm2428088,nm13451984,1
nm1495298,nm13451984,1
nm13436429,nm13436427,1
nm13436429,nm13436431,1
nm13436429,nm13436432,1
nm13436429,nm13436430,1
nm13436429,nm13436428,1
nm13436427,nm13436431,1
nm13436427,nm13436432,1
nm13436427,nm13436430,1
nm13436427,nm13436428,1
nm13436431,nm13436432,1
nm13436431,nm13436430,1
nm13436431,nm13436428,1
nm13436432,nm13436430,1
nm13436432,nm13436428,1
nm13436430,nm13436428,1
nm6571349,nm2376684,1
nm6571349,nm3860323,1
nm11254563,nm13439703,1
nm11254563,nm13439702,1
nm11254563,nm13439704,1
nm11254563,nm13439705,1
nm13439703,nm13439702,1
nm13439703,nm13439704,1
nm13439703,nm13439705,1
nm13439702,nm13439704,1
nm13439702,nm13439705,1
nm13439704,nm13439705,1
nm4696221,nm6476879,1
nm4696221,nm1177286,1
nm6476879,nm1177286,1
nm6476879,nm8032550,1
nm13441643,nm13441644,1
nm13441643,nm13441645,1
nm13441643,nm13441646,1
nm13441644,nm13441645,1
nm13441644,nm13441646,1
nm13441645,nm13441646,1
nm10916361,nm10427157,1
nm10916361,nm11978991,1
nm10916361,nm12389272,1
nm10427157,nm11978991,1
nm10427157,nm12389272,1
nm11978991,nm12389272,1
nm2985917,nm1965867,1
nm2985917,nm7119223,1
nm2985917,nm1742715,1
nm2985917,nm4245240,1
nm2985917,nm6892146,1
nm1965867,nm7119223,1
nm9988815,nm8744091,1
nm9988815,nm13444755,1
nm9988815,nm13444756,1
nm8744091,nm13444755,1
nm8744091,nm13444756,1
nm13444755,nm13444756,1
nm8126768,nm13444972,1
nm8126768,nm14917843,1
nm13444972,nm14917843,1
nm13433426,nm5744563,1
nm13433426,nm13820407,1
nm13433426,nm14703672,1
nm13433426,nm14704159,1
nm5744563,nm13820407,1
nm5744563,nm7958931,1
nm5744563,nm7989363,1
nm13449240,nm13480707,1
nm13449240,nm13067724,1
nm13480707,nm13067724,1
nm1775272,nm9401998,1
nm1775272,nm4478757,1
nm9401998,nm4478757,1
nm3578897,nm1525688,1
nm3578897,nm6106364,1
nm3578897,nm2190556,1
nm3578897,nm3073211,1
nm3578897,nm1055106,1
nm3578897,nm0455454,1
nm9377779,nm7503223,1
nm9377779,nm13567356,1
nm9377779,nm1045682,1
nm9377779,nm13567357,1
nm9377779,nm13567358,1
nm7503223,nm13567356,1
nm7503223,nm1045682,1
nm7503223,nm13567357,1
nm7503223,nm13567358,1
nm7503223,nm2926187,1
nm7503223,nm1641063,1
nm7503223,nm10820154,1
nm13567356,nm1045682,1
nm13567356,nm13567357,1
nm13567356,nm13567358,1
nm1045682,nm13567357,1
nm1045682,nm13567358,1
nm13567357,nm13567358,1
nm12862753,nm9366878,1
nm12862753,nm13451450,1
nm9366878,nm13451450,1
nm3630374,nm3646632,1
nm3630374,nm8715162,1
nm3630374,nm5787162,1
nm3630374,nm8375514,1
nm3630374,nm3481909,1
nm3646632,nm3283923,2
nm3646632,nm3194282,1
nm14401002,nm14400999,1
nm14401002,nm14401009,1
nm14401002,nm14401004,1
nm14400999,nm14401009,1
nm14400999,nm14401004,1
nm14401009,nm14401004,1
nm10675536,nm11164578,1
nm10675536,nm2437412,1
nm11164578,nm2437412,1
nm0005532,nm0232998,1
nm0232998,nm3638183,1
nm0232998,nm3241414,1
nm0232998,nm6449831,1
nm0232998,nm1456471,1
nm0232998,nm7224879,1
nm0232998,nm2955595,1
nm3379711,nm2107665,1
nm3379711,nm2807846,1
nm3379711,nm0355574,1
nm2107665,nm2807846,1
nm2107665,nm0355574,1
nm2807846,nm0355574,1
nm2807846,nm0315567,1
nm2807846,nm1446717,1
nm4111737,nm0997115,1
nm4111737,nm0409287,1
nm0997115,nm0409287,1
nm0997115,nm0386249,1
nm0997115,nm5700729,1
nm0997115,nm2977461,1
nm0919258,nm5872139,1
nm0919258,nm10645890,1
nm0919258,nm4555310,1
nm5872139,nm10645890,1
nm5872139,nm4555310,1
nm10645890,nm4555310,1
nm3668216,nm0004433,1
nm3668216,nm12349747,1
nm1792864,nm1113157,1
nm1792864,nm2687122,1
nm2793591,nm2594309,1
nm2793591,nm1667465,1
nm2594309,nm1667465,1
nm1464408,nm13457197,1
nm1464408,nm13941965,1
nm1464408,nm13941968,1
nm1464408,nm14344334,1
nm1464408,nm1229941,1
nm1464408,nm1196446,1
nm7209191,nm13457239,1
nm7209191,nm8889994,1
nm7209191,nm8636559,1
nm7209191,nm3802528,1
nm7209191,nm8353721,1
nm7209191,nm2835890,1
nm13457239,nm8889994,1
nm13457239,nm8636559,1
nm13457239,nm3802528,1
nm13457239,nm8353721,1
nm13457239,nm2835890,1
nm8889994,nm8636559,1
nm8889994,nm3802528,1
nm8889994,nm8353721,1
nm8889994,nm2835890,1
nm8636559,nm3802528,1
nm8636559,nm8353721,1
nm8636559,nm2835890,1
nm3802528,nm8353721,1
nm3802528,nm2835890,1
nm8353721,nm2835890,1
nm4223506,nm4223853,1
nm4496849,nm4496823,1
nm4496849,nm4495315,1
nm4496823,nm4495315,1
nm4495315,nm7103402,1
nm4304862,nm1319365,1
nm3140698,nm1694597,1
nm4497612,nm8134170,1
nm4497612,nm8134169,1
nm4497612,nm3944814,1
nm8134170,nm8134169,1
nm8134170,nm3944814,1
nm8134169,nm3944814,1
nm1702991,nm4649642,1
nm1702991,nm3826010,1
nm4649642,nm3826010,1
nm3826010,nm5967305,1
nm3826010,nm5967304,1
nm3826010,nm14781025,1
nm2534580,nm2682250,1
nm2534580,nm11101738,1
nm2534580,nm3074311,1
nm2682250,nm11101738,1
nm2682250,nm3074311,1
nm11101738,nm3074311,1
nm0579769,nm2072883,1
nm0579769,nm3480406,1
nm0579769,nm4915893,1
nm0579769,nm13517358,1
nm0579769,nm0708218,1
nm0579769,nm1751244,1
nm0579769,nm0577856,1
nm2072883,nm8256855,1
nm2072883,nm5829609,1
nm6541188,nm6422413,1
nm6541188,nm0245176,1
nm6541188,nm2129812,1
nm6422413,nm0245176,1
nm6422413,nm2129812,1
nm0245176,nm2129812,1
nm13458100,nm13458097,1
nm13458100,nm13458095,1
nm13458100,nm13458096,1
nm13458097,nm13458095,1
nm13458097,nm13458096,1
nm13458095,nm13458096,1
nm8077310,nm11101011,1
nm8077310,nm4090780,1
nm8077310,nm13458303,1
nm8077310,nm9431036,1
nm8077310,nm9424144,1
nm8077310,nm9431039,1
nm8077310,nm4473728,1
nm8077310,nm9431040,1
nm8077310,nm9424142,1
nm8077310,nm8784315,1
nm11101011,nm4090780,1
nm11101011,nm13458303,1
nm11101011,nm11046994,1
nm11101011,nm4759993,1
nm4090780,nm13458303,1
nm3050595,nm0453578,1
nm3050595,nm4336454,1
nm3050595,nm3016523,1
nm0453578,nm4336454,1
nm0453578,nm3016523,1
nm4336454,nm3016523,1
nm11764797,nm12379157,1
nm11764797,nm10734553,1
nm11764797,nm13460605,1
nm11764797,nm13460604,1
nm11764797,nm12379159,1
nm12379157,nm10734553,1
nm12379157,nm13460605,1
nm12379157,nm13460604,1
nm12379157,nm12379159,1
nm10734553,nm13460605,1
nm10734553,nm13460604,1
nm10734553,nm12379159,1
nm13460605,nm13460604,1
nm13460605,nm12379159,1
nm13460604,nm12379159,1
nm6223779,nm1257062,1
nm6223779,nm9445458,1
nm6223779,nm13459442,1
nm6223779,nm8972571,1
nm6223779,nm9758020,1
nm1257062,nm9445458,1
nm1257062,nm13459442,1
nm1257062,nm8972571,1
nm1257062,nm9758020,1
nm1257062,nm2806111,1
nm1257062,nm0030894,1
nm1257062,nm2786314,1
nm1257062,nm2385774,1
nm9445458,nm13459442,1
nm9445458,nm8972571,1
nm9445458,nm9758020,1
nm13459442,nm8972571,1
nm13459442,nm9758020,1
nm8972571,nm9758020,1
nm3177382,nm0845189,1
nm11369389,nm7900894,1
nm11369389,nm6868357,1
nm11369389,nm8936867,1
nm7900894,nm6868357,1
nm7900894,nm8936867,1
nm6868357,nm8936867,1
nm0054697,nm1078479,1
nm0054697,nm2365811,1
nm0054697,nm0245145,1
nm3068922,nm0147767,1
nm3068922,nm0299289,1
nm3068922,nm0001197,1
nm3068922,nm0580985,1
nm0840624,nm4056296,1
nm0840624,nm0297906,1
nm0840624,nm4646701,1
nm4056296,nm0297906,1
nm4056296,nm4646701,1
nm4056296,nm1595000,1
nm4056296,nm0847570,1
nm4056296,nm0652592,1
nm0297906,nm4646701,1
nm3719674,nm8073251,1
nm3719674,nm13581718,1
nm3719674,nm6171074,1
nm8073251,nm13581718,1
nm8073251,nm6171074,1
nm8073251,nm0864458,1
nm8073251,nm7733350,1
nm8073251,nm1250558,1
nm13581718,nm6171074,1
nm13466081,nm13466082,1
nm1420541,nm0007806,1
nm1420541,nm0539021,1
nm0007806,nm0539021,1
nm0007806,nm1559782,1
nm0007806,nm1626222,1
nm11317590,nm3445413,1
nm11317590,nm13345477,1
nm3445413,nm13345477,1
nm8955421,nm14032179,1
nm8955421,nm13468449,1
nm8955421,nm4669758,1
nm14032179,nm13468449,1
nm14032179,nm4669758,1
nm13468449,nm4669758,1
nm8739982,nm5277560,1
nm8739982,nm13468570,1
nm8739982,nm13468572,1
nm8739982,nm6249518,1
nm8739982,nm4072728,1
nm8739982,nm4243872,1
nm5277560,nm13468570,1
nm5277560,nm13468572,1
nm13468570,nm13468572,1
nm13468615,nm13468616,1
nm13468615,nm13468614,1
nm13468615,nm13468617,1
nm13468616,nm13468614,1
nm13468616,nm13468617,1
nm13468614,nm13468617,1
nm1069013,nm4243186,1
nm1069013,nm8624065,1
nm4243186,nm8624065,1
nm6749744,nm9960513,1
nm6749744,nm12638334,1
nm6749744,nm6033367,1
nm9960513,nm12638334,1
nm11112074,nm9804624,1
nm4262886,nm0903677,1
nm4262886,nm10198915,1
nm4262886,nm8519550,1
nm0903677,nm10198915,1
nm0903677,nm8519550,1
nm10198915,nm8519550,1
nm10198915,nm14988369,1
nm10198915,nm1970113,1
nm10198915,nm14988366,1
nm9388881,nm8989861,1
nm9388881,nm11789196,1
nm9388881,nm14556312,1
nm9388881,nm9944675,1
nm9388881,nm1858895,1
nm9388881,nm0657184,1
nm10326632,nm5063969,1
nm10326632,nm5064138,1
nm5063969,nm5064138,1
nm13475274,nm13519951,1
nm13475274,nm13475275,1
nm13475274,nm11776212,1
nm13519951,nm13475275,1
nm13519951,nm11776212,1
nm13475275,nm11776212,1
nm1785004,nm3491286,1
nm1785004,nm0437655,1
nm5671372,nm5671186,1
nm2685937,nm0377631,1
nm3171573,nm3201934,1
nm3171573,nm0564534,1
nm3171573,nm2817215,1
nm3171573,nm4953520,1
nm3171573,nm3615715,1
nm3171573,nm2090019,1
nm3201934,nm0564534,1
nm3201934,nm2817215,1
nm0564534,nm2817215,1
nm0864901,nm4361992,1
nm0864901,nm3339312,1
nm0864901,nm0190691,1
nm4361992,nm3339312,1
nm4361992,nm0190691,1
nm3339312,nm0190691,1
nm4366080,nm4361694,1
nm4366080,nm4362048,1
nm4366080,nm4362095,1
nm4361694,nm4362048,1
nm4361694,nm4362095,1
nm4362048,nm4362095,1
nm0243233,nm2674307,1
nm0243233,nm0001101,1
nm0243233,nm6686435,1
nm0243233,nm2427020,1
nm0243233,nm0549505,1
nm1277293,nm4368431,1
nm4320576,nm0218191,1
nm4320576,nm3080203,1
nm4320576,nm2210947,1
nm0218191,nm3080203,1
nm0218191,nm2210947,1
nm3080203,nm2210947,1
nm2210947,nm4088627,1
nm2210947,nm11172738,1
nm2210947,nm1051245,1
nm0000166,nm0855103,1
nm1550948,nm0131966,1
nm1550948,nm2428245,1
nm2425074,nm4836118,3
nm2425074,nm2601626,3
nm2425074,nm2399634,3
nm4836118,nm2601626,3
nm4836118,nm2399634,3
nm4836118,nm10321662,1
nm4836118,nm10030720,1
nm4836118,nm10498321,1
nm2601626,nm2399634,3
nm2601626,nm1086216,1
nm2601626,nm8679488,1
nm2601626,nm5336651,1
nm1944198,nm11972601,1
nm1944198,nm13948229,1
nm1944198,nm13948233,1
nm1944198,nm13948232,1
nm7448321,nm0144519,1
nm13386797,nm13829002,1
nm13386797,nm14741665,1
nm4385108,nm0433887,1
nm4835867,nm3858223,1
nm4835867,nm0570860,1
nm12643897,nm13483669,1
nm12643897,nm13483665,1
nm12643897,nm13483667,1
nm13483669,nm13483665,1
nm13483669,nm13483667,1
nm13483665,nm13483667,1
nm2528433,nm4382111,1
nm2528433,nm4383048,1
nm2528433,nm4383478,1
