From,To,Strength
nm1126309,nm1283171,1
nm1126309,nm1237063,1
nm1126309,nm1237397,1
nm0712908,nm1303433,1
nm0712908,nm0084443,1
nm0712908,nm1084553,1
nm0712908,nm0222138,1
nm0712908,nm1300009,1
nm0712908,nm0412917,1
nm0712908,nm0196375,1
nm0712908,nm0792888,2
nm0712908,nm1974409,1
nm0712908,nm0846681,1
nm0712908,nm4806622,1
nm0712908,nm6124397,1
nm0712908,nm5065283,1
nm0712908,nm6373079,1
nm0712908,nm9374757,1
nm0712908,nm7775384,1
nm0712908,nm6358251,1
nm1303433,nm0084443,1
nm1303433,nm1084553,1
nm1303433,nm0000821,2
nm1303433,nm1027719,1
nm1303433,nm2390814,2
nm1303433,nm0006795,1
nm1303433,nm0438463,4
nm1303433,nm0474774,4
nm1303433,nm0695177,1
nm1303433,nm1231899,2
nm1303433,nm0222426,1
nm1303433,nm0438092,1
nm1303433,nm1224082,2
nm1303433,nm0004569,2
nm1303433,nm0792911,1
nm1303433,nm0045393,1
nm1303433,nm1059103,1
nm1303433,nm1069034,2
nm1303433,nm0712546,3
nm1303433,nm0060607,1
nm1303433,nm0004564,1
nm1303433,nm1267008,1
nm1303433,nm0451234,1
nm1303433,nm0969428,1
nm1303433,nm0451174,3
nm1303433,nm1229940,1
nm1303433,nm0044796,1
nm1303433,nm1821791,1
nm1303433,nm0451321,1
nm1303433,nm0007113,2
nm1303433,nm0451600,1
nm1303433,nm1779702,1
nm1303433,nm1431656,1
nm1303433,nm1271794,1
nm1303433,nm1299510,1
nm1303433,nm1300009,1
nm1303433,nm0348481,1
nm1303433,nm1912683,1
nm1303433,nm0048075,2
nm1303433,nm0006764,1
nm1303433,nm1213820,1
nm1303433,nm0451379,1
nm1303433,nm1380415,1
nm1303433,nm0542498,1
nm1303433,nm1426805,1
nm1303433,nm2380425,1
nm1303433,nm2299825,1
nm1303433,nm1249116,1
nm1303433,nm0006763,1
nm1303433,nm3848064,2
nm1303433,nm2821544,1
nm1303433,nm5114849,2
nm1303433,nm1819083,1
nm1303433,nm2596365,3
nm1303433,nm3035081,1
nm1303433,nm2138653,3
nm1303433,nm0451601,1
nm1303433,nm3315894,1
nm1303433,nm1122077,1
nm1303433,nm10806242,1
nm1303433,nm5305841,1
nm1303433,nm1539788,1
nm1303433,nm1402143,1
nm1303433,nm4045010,1
nm1303433,nm0906226,1
nm1303433,nm4445116,1
nm1303433,nm1778703,2
nm1303433,nm7796669,1
nm1303433,nm8780316,1
nm1303433,nm5637317,1
nm1303433,nm1961459,1
nm1303433,nm1702868,1
nm1303433,nm0471472,1
nm1303433,nm7021807,1
nm1303433,nm5249562,1
nm1303433,nm3865073,1
nm1303433,nm5069465,1
nm1303433,nm1388463,1
nm1303433,nm4655028,1
nm1303433,nm4651098,1
nm1303433,nm0576570,1
nm1303433,nm4047586,1
nm1303433,nm4047800,1
nm1303433,nm2278458,1
nm1303433,nm2281292,1
nm1303433,nm9119259,1
nm1303433,nm1696711,2
nm1303433,nm3668216,1
nm1303433,nm1723225,1
nm1303433,nm7936196,1
nm1303433,nm1472197,1
nm1303433,nm12732457,1
nm1303433,nm1238336,1
nm1303433,nm3795810,1
nm1303433,nm7052811,1
nm1303433,nm9731950,1
nm1303433,nm6598222,1
nm0084443,nm1084553,1
nm0084443,nm0474774,1
nm0084443,nm0787462,1
nm0084443,nm0348004,1
nm0084443,nm0097893,1
nm0084443,nm1300009,1
nm0084443,nm0412917,1
nm0084443,nm1217675,1
nm0084443,nm1333687,1
nm0084443,nm0451561,1
nm0084443,nm1999369,1
nm0084443,nm1237397,2
nm0084443,nm1288068,1
nm0084443,nm9071083,1
nm0084443,nm0442479,1
nm0084443,nm3372981,1
nm0084443,nm1282863,1
nm0084443,nm1434304,1
nm0084443,nm3063443,1
nm0084443,nm3063925,1
nm0084443,nm0159535,1
nm0084443,nm0052321,1
nm0084443,nm3387450,1
nm0084443,nm0032552,1
nm0084443,nm1458356,1
nm0084443,nm5930547,1
nm0084443,nm10718830,1
nm0084443,nm6499536,1
nm0084443,nm4443443,1
nm0084443,nm5043571,1
nm0084443,nm2883063,1
nm0022700,nm1171116,1
nm0022700,nm0415612,1
nm0022700,nm0004432,1
nm0022700,nm0542196,1
nm0022700,nm0667985,1
nm0022700,nm0900010,1
nm1171116,nm0415612,1
nm1171116,nm0004432,1
nm1171116,nm0542196,1
nm1171116,nm0667985,1
nm1171116,nm0900010,1
nm0415612,nm0004432,1
nm0415612,nm0542196,1
nm0415612,nm0667985,1
nm0415612,nm0900010,1
nm0004432,nm0542196,1
nm0004432,nm0667985,1
nm0004432,nm0900010,1
nm0542196,nm0667985,1
nm0542196,nm0900010,1
nm0667985,nm0900010,1
nm0000207,nm0251986,1
nm0000207,nm0005577,1
nm0000207,nm0616550,1
nm0000207,nm0000553,1
nm0000207,nm0131974,1
nm0000207,nm0519043,2
nm0000207,nm0000218,1
nm0000207,nm0000235,1
nm0000207,nm0000454,1
nm0000207,nm0289142,1
nm0000207,nm2425105,1
nm0000207,nm0005493,1
nm0000207,nm0580924,1
nm0000207,nm0386472,1
nm0000207,nm1675002,1
nm0000207,nm0659363,1
nm0000207,nm1500155,1
nm0000207,nm8130257,1
nm0000207,nm0000297,1
nm0000207,nm2482391,1
nm0000207,nm5257564,1
nm0000207,nm0001263,1
nm0000207,nm3225449,1
nm0000207,nm8702088,1
nm0000207,nm0512934,1
nm0000207,nm0244354,1
nm0000207,nm2803471,1
nm0000207,nm0075588,1
nm0251986,nm0005577,1
nm0251986,nm0616550,1
nm0251986,nm0004266,2
nm0251986,nm0829576,1
nm0251986,nm0010736,2
nm0251986,nm0997240,1
nm0251986,nm0001099,1
nm0251986,nm0001473,1
nm0251986,nm0005273,1
nm0251986,nm1113550,2
nm0251986,nm0000491,1
nm0251986,nm0520064,1
nm0251986,nm0749263,2
nm0251986,nm0000152,1
nm0251986,nm2765903,1
nm0251986,nm1144419,1
nm0251986,nm0005493,1
nm0251986,nm0000255,2
nm0251986,nm0000437,4
nm0251986,nm1297015,2
nm0251986,nm1940449,1
nm0251986,nm0147147,2
nm0251986,nm0000412,1
nm0251986,nm0841910,1
nm0251986,nm1985859,1
nm0251986,nm1782299,2
nm0251986,nm1318596,1
nm0251986,nm0996669,1
nm0251986,nm1913734,1
nm0251986,nm0110168,1
nm0251986,nm2002649,1
nm0251986,nm0228327,1
nm0251986,nm0852965,1
nm0251986,nm2106637,1
nm0251986,nm0001728,1
nm0251986,nm2057533,1
nm0251986,nm9450235,1
nm0251986,nm2488429,1
nm0005577,nm0616550,1
nm0000115,nm0578949,1
nm0000115,nm0000385,1
nm0000115,nm1668265,1
nm0000115,nm0000160,1
nm0000115,nm0005351,2
nm0000115,nm0001416,2
nm0000115,nm0470981,1
nm0000115,nm1208167,1
nm0000115,nm0000463,1
nm0000115,nm0004754,1
nm0000115,nm0608405,1
nm0000115,nm0004742,1
nm0000115,nm0001467,1
nm0000115,nm0005256,1
nm0000115,nm0001354,1
nm0000115,nm0004757,1
nm0000115,nm1093951,1
nm0000115,nm2425105,1
nm0000115,nm0126284,1
nm0000115,nm3041648,1
nm0000115,nm0477127,1
nm0000115,nm1631269,1
nm0000115,nm0058581,1
nm0000115,nm0000685,1
nm0000115,nm0089456,1
nm0000115,nm1954240,1
nm0000115,nm0671567,1
nm0000115,nm0350454,1
nm0000115,nm0000547,1
nm0000115,nm0252961,1
nm0000115,nm1297015,2
nm0000115,nm1720028,1
nm0000115,nm0000613,1
nm0000115,nm0004753,1
nm0000115,nm0059431,1
nm0000115,nm0121605,1
nm0000115,nm0000401,1
nm0000115,nm0972851,1
nm0000115,nm1237235,1
nm0000115,nm0834380,1
nm0000115,nm0050959,1
nm0000115,nm2057859,1
nm0000115,nm0686376,1
nm0000115,nm0001209,1
nm0000115,nm1764351,1
nm0000115,nm1842974,1
nm0000115,nm0035060,1
nm0000115,nm10208010,1
nm0000115,nm1840504,1
nm0000115,nm4446467,1
nm0000115,nm0000153,1
nm0000115,nm1279721,1
nm0000115,nm0396558,1
nm0000115,nm5377144,1
nm0000115,nm2355635,1
nm0000115,nm0369513,1
nm0000115,nm0113595,1
nm0000115,nm0001288,1
nm0000115,nm0730070,1
nm0000115,nm0511264,1
nm0000115,nm2843513,1
nm0000115,nm0910844,1
nm0000115,nm3241414,1
nm0000115,nm5310225,1
nm0000115,nm3453476,1
nm0000115,nm0243806,1
nm0000115,nm1154749,1
nm0000115,nm5371554,1
nm0000115,nm9274239,1
nm0000115,nm3691729,1
nm0000115,nm0131564,1
nm0000115,nm4699715,1
nm0000115,nm3231931,1
nm0000115,nm6236879,1
nm0000115,nm0000677,1
nm0000115,nm0113536,1
nm0000115,nm3240434,1
nm0000115,nm0227003,1
nm0000115,nm0001024,1
nm0000115,nm0219329,1
nm0000115,nm0004376,1
nm0000115,nm2372412,1
nm0000115,nm5138610,1
nm0000115,nm6376834,1
nm0000115,nm0335275,1
nm0000115,nm0718680,1
nm0000115,nm4166320,1
nm0000115,nm0170186,1
nm0578949,nm0000385,1
nm0578949,nm1668265,1
nm0578949,nm0001618,1
nm0578949,nm0331516,1
nm0578949,nm0002071,1
nm0578949,nm0000242,2
nm0578949,nm0461136,1
nm0578949,nm0000226,1
nm0578949,nm0416673,1
nm0578949,nm0005520,1
nm0578949,nm0177896,1
nm0578949,nm0941777,1
nm0578949,nm0387773,1
nm0578949,nm0133899,1
nm0578949,nm1157013,1
nm0578949,nm3995471,1
nm0000385,nm1668265,1
nm0000385,nm0000572,1
nm0000385,nm0177896,1
nm0000385,nm0000424,1
nm0000385,nm0005253,1
nm0000385,nm3078932,1
nm0000385,nm0342399,1
nm0486883,nm0004631,1
nm0486883,nm0415582,1
nm0486883,nm0299885,1
nm0486883,nm0347953,1
nm0486883,nm10100410,1
nm0486883,nm0149433,1
nm0486883,nm0006429,1
nm0486883,nm0375946,1
nm0004631,nm0415582,1
nm0004631,nm0299885,1
nm0004631,nm0347953,1
nm0004631,nm10100410,1
nm0004631,nm0149433,1
nm0004631,nm0006429,1
nm0004631,nm0375946,1
nm0415582,nm0299885,1
nm0415582,nm0347953,1
nm0415582,nm10100410,1
nm0415582,nm0149433,1
nm0415582,nm0006429,1
nm0415582,nm0375946,1
nm0299885,nm0347953,1
nm0299885,nm10100410,1
nm0299885,nm0149433,1
nm0299885,nm0006429,1
nm0299885,nm0375946,1
nm0347953,nm10100410,1
nm0347953,nm0149433,1
nm0347953,nm0006429,1
nm0347953,nm0375946,1
nm10100410,nm0149433,1
nm10100410,nm0006429,1
nm10100410,nm0375946,1
nm0149433,nm0006429,1
nm0149433,nm0375946,1
nm0006429,nm0375946,1
nm0000387,nm0005417,1
nm0000387,nm0004709,1
nm0000387,nm1152653,1
nm0000387,nm2633535,1
nm0000387,nm0001398,1
nm0000387,nm2641532,1
nm0000387,nm1715297,1
nm0000387,nm8752712,1
nm0000387,nm0341110,1
nm0005417,nm0004709,1
nm0005417,nm1152653,1
nm0005417,nm1339223,1
nm0005417,nm0614877,1
nm0005417,nm0933940,2
nm0005417,nm0126284,2
nm0005417,nm0068551,1
nm0005417,nm4231366,1
nm0005417,nm1139258,1
nm0005417,nm0001347,1
nm0005417,nm1555699,1
nm0005417,nm5723217,1
nm0005417,nm0760151,1
nm0005417,nm1191481,1
nm0005417,nm0009716,1
nm0004709,nm1152653,1
nm0004266,nm0005313,1
nm0004266,nm0032375,1
nm0004266,nm0000299,1
nm0004266,nm0000190,2
nm0004266,nm0136797,1
nm0004266,nm0000353,1
nm0004266,nm0000134,1
nm0004266,nm0001674,1
nm0004266,nm0000128,1
nm0004266,nm0000597,1
nm0004266,nm0413168,1
nm0004266,nm0000949,1
nm0004266,nm0000288,1
nm0004266,nm0339460,1
nm0004266,nm0004937,1
nm0004266,nm0000113,1
nm0004266,nm0000658,1
nm0004266,nm1034965,1
nm0004266,nm0350453,1
nm0004266,nm0005028,1
nm0004266,nm0001624,1
nm0004266,nm0933940,1
nm0004266,nm0000209,1
nm0004266,nm0425005,1
nm0004266,nm0520064,1
nm0004266,nm0000273,1
nm0004266,nm0749263,1
nm0004266,nm0165101,1
nm0004266,nm0836343,1
nm0004266,nm0001556,1
nm0004266,nm0105672,1
nm0004266,nm0004978,1
nm0004266,nm1289434,1
nm0004266,nm0000210,1
nm0004266,nm0000255,1
nm0004266,nm0362766,1
nm0004266,nm1567113,1
nm0004266,nm0000178,1
nm0004266,nm1086543,1
nm0004266,nm0818055,1
nm0004266,nm0001804,1
nm0004266,nm3237775,1
nm0004266,nm0164809,1
nm0004266,nm0000412,1
nm0004266,nm0000298,1
nm0004266,nm3271473,1
nm0004266,nm1985859,2
nm0004266,nm0000198,1
nm0004266,nm0834989,1
nm0004266,nm8928696,1
nm0004266,nm12718872,1
nm0004266,nm5189784,1
nm0004266,nm1318596,1
nm0004266,nm0625789,2
nm0004266,nm0384211,1
nm0004266,nm2313103,1
nm0004266,nm12232681,1
nm0004266,nm0228327,1
nm0004266,nm2981082,1
nm0004266,nm0837177,1
nm0004266,nm2070427,1
nm0004266,nm1411676,1
nm0004266,nm0000623,1
nm0004266,nm0001609,1
nm0005313,nm0032375,1
nm0005313,nm0000299,1
nm0005313,nm0328709,1
nm0005313,nm0115671,1
nm0005313,nm0005044,1
nm0005313,nm0314514,1
nm0005313,nm0000525,1
nm0005313,nm0058372,1
nm0032375,nm0000299,1
nm0000299,nm0000514,1
nm0000299,nm1275259,1
nm0000299,nm1289173,1
nm0000299,nm0725434,1
nm0000299,nm2394568,1
nm0000299,nm0004760,1
nm0000299,nm0956528,1
nm0000299,nm1408453,1
nm0000299,nm2242932,1
nm0000450,nm0000160,1
nm0000450,nm0001215,1
nm0000450,nm0000673,1
nm0000450,nm0000129,1
nm0000450,nm1157358,1
nm0000450,nm0000609,1
nm0000450,nm0010736,3
nm0000450,nm0316079,1
nm0000450,nm0000093,1
nm0000450,nm0001416,2
nm0000450,nm0001618,1
nm0000450,nm0000123,1
nm0000450,nm0331516,1
nm0000450,nm1242688,1
nm0000450,nm0004286,1
nm0000450,nm1738584,1
nm0000450,nm0000158,1
nm0000450,nm0608090,1
nm0000450,nm0931329,1
nm0000450,nm1706767,1
nm0000450,nm0000658,1
nm0000450,nm0001057,1
nm0000450,nm1046097,1
nm0000450,nm0051509,1
nm0000450,nm0000705,2
nm0000450,nm0000210,1
nm0000450,nm0205626,1
nm0000450,nm0402032,1
nm0000450,nm2225369,1
nm0000450,nm0687146,1
nm0000450,nm0117709,1
nm0000450,nm2955013,1
nm0000160,nm0001215,1
nm0000160,nm0000673,1
nm0000160,nm0000353,1
nm0000160,nm0914612,1
nm0000160,nm0695435,1
nm0000160,nm0000173,1
nm0000160,nm0001467,1
nm0000160,nm0005256,1
nm0000160,nm0372176,1
nm0000160,nm0357979,1
nm0000160,nm0000243,1
nm0000160,nm0000667,1
nm0000160,nm0000554,1
nm0000160,nm3735190,1
nm0000160,nm0001111,1
nm0000160,nm2089090,1
nm0000160,nm0000352,1
nm0000160,nm0000442,1
nm0000160,nm0002907,1
nm0000160,nm0051903,1
nm0000160,nm1294664,1
nm0000160,nm0000099,1
nm0000160,nm6567391,1
nm0000160,nm3512758,1
nm0000160,nm0710447,1
nm0000160,nm0225460,1
nm0000160,nm7713812,1
nm0000160,nm0624827,1
nm0000160,nm0557609,1
nm0000160,nm0852965,1
nm0000160,nm3987673,1
nm0000160,nm14151887,1
nm0000160,nm3198812,1
nm0000160,nm3340597,1
nm0000160,nm1628115,1
nm0000160,nm0000669,1
nm0000160,nm1370269,1
nm0000160,nm2560043,1
nm0000160,nm0000365,1
nm0000160,nm0922210,1
nm0000160,nm2167957,1
nm0000160,nm2016723,1
nm0000160,nm0382216,1
nm0000160,nm8141508,1
nm0000160,nm0944647,1
nm0000160,nm9296746,1
nm0000160,nm6421259,1
nm0000160,nm0424509,1
nm0001215,nm0000673,1
nm0001215,nm0000128,1
nm0001215,nm0180411,1
nm0001215,nm0182839,1
nm0000673,nm0000190,1
nm0000673,nm0000375,1
nm0000673,nm0350453,1
nm0000673,nm0765597,1
nm0000673,nm0000474,1
nm0000673,nm0000620,1
nm0000673,nm0000202,1
nm0000673,nm0520064,1
nm0000673,nm0939697,1
nm0000673,nm0000630,1
nm0000673,nm1379938,1
nm0000673,nm0000130,1
nm0000673,nm4043618,2
nm0000673,nm0546797,1
nm0000673,nm3236159,1
nm0000673,nm1482647,1
nm0000673,nm0000513,1
nm0000673,nm1638321,1
nm0000673,nm1821327,1
nm1167985,nm2537621,1
nm1167985,nm0493257,1
nm1167985,nm3029144,1
nm1167985,nm0004626,1
nm1167985,nm0731075,1
nm1167985,nm0700875,1
nm1167985,nm6663708,1
nm1167985,nm3287038,1
nm1167985,nm3299397,1
nm1167985,nm2949405,1
nm1167985,nm3413191,1
nm2537621,nm0493257,1
nm2537621,nm3029144,1
nm2537621,nm0001209,1
nm2537621,nm3645691,1
nm2537621,nm2958419,1
nm2537621,nm1694797,1
nm2537621,nm0446465,1
nm2537621,nm0742146,1
nm2537621,nm1446779,1
nm2537621,nm1690855,1
nm2537621,nm4637228,1
nm0493257,nm3029144,1
nm0493257,nm0048932,1
nm0493257,nm0193295,1
nm0493257,nm3115934,1
nm0493257,nm0832227,1
nm0493257,nm0380632,1
nm0493257,nm2812026,1
nm0493257,nm10752061,1
nm0493257,nm0141613,1
nm0493257,nm0636942,1
nm0493257,nm7509279,1
nm0493257,nm2078666,1
nm0493257,nm3138882,1
nm3029144,nm4852549,1
nm3029144,nm3299397,1
nm3029144,nm2438707,1
nm0000329,nm0000676,1
nm0000329,nm0001884,1
nm0000329,nm0760796,1
nm0000329,nm0001472,1
nm0000329,nm0001401,1
nm0000329,nm0085312,1
nm0000329,nm0004778,1
nm0000329,nm0788405,1
nm0000329,nm2274407,1
nm0000329,nm2848532,1
nm0000329,nm0005520,1
nm0000329,nm0000163,1
nm0000329,nm0002076,1
nm0000329,nm0029400,1
nm0000329,nm0000131,1
nm0000329,nm0126284,1
nm0000329,nm1535523,1
nm0000329,nm1630992,1
nm0000329,nm2973494,1
nm0000329,nm7796669,1
nm0000329,nm0378245,1
nm0000329,nm3924219,1
nm0000329,nm7094216,2
nm0000329,nm0000216,1
nm0000329,nm1561982,1
nm0000329,nm0004854,1
nm0000329,nm2002649,1
nm0000329,nm11654704,1
nm0000329,nm8750925,1
nm0000329,nm6887859,1
nm0000329,nm3529685,1
nm0000329,nm1648520,1
nm0000329,nm1257480,1
nm0000329,nm0849214,1
nm0000329,nm8731249,1
nm0000329,nm4080670,1
nm0000329,nm1078479,1
nm0000329,nm5857106,1
nm0000329,nm0035488,1
nm0000329,nm2184859,1
nm0000329,nm7344694,1
nm0000329,nm3924254,1
nm0000329,nm8694048,1
nm0000329,nm2432722,1
nm0000329,nm3391237,1
nm0000329,nm3138511,1
nm0000329,nm8054476,1
nm0000676,nm0001884,1
nm0000676,nm0760796,1
nm0001884,nm0760796,1
nm0001884,nm0000128,1
nm0001884,nm0000949,1
nm0001884,nm0532193,1
nm0001884,nm0700856,1
nm0001884,nm1248393,1
nm0001884,nm0000592,1
nm0760796,nm0005351,1
nm0760796,nm0005212,1
nm0760796,nm0000206,1
nm0760796,nm0001473,1
nm0760796,nm0350453,1
nm0760796,nm0038355,1
nm0760796,nm0272581,1
nm0760796,nm0793069,1
nm0760796,nm0602455,1
nm0621937,nm0080238,1
nm0621937,nm0103977,3
nm0621937,nm0352031,1
nm0621937,nm0534863,1
nm0621937,nm0000821,1
nm0621937,nm0474774,2
nm0621937,nm1417314,1
nm0621937,nm0695177,2
nm0621937,nm4417069,1
nm0621937,nm1413459,1
nm0621937,nm0436302,1
nm0621937,nm1328152,1
nm0621937,nm0419707,1
nm0621937,nm0419685,1
nm0621937,nm0764877,2
nm0621937,nm1521381,2
nm0621937,nm0621066,1
nm0621937,nm0694893,1
nm0621937,nm1004887,3
nm0621937,nm1865947,4
nm0621937,nm1883318,2
nm0621937,nm0764853,1
nm0621937,nm1271794,1
nm0621937,nm1299510,1
nm0621937,nm0883014,1
nm0621937,nm1375534,1
nm0621937,nm1896684,1
nm0621937,nm0352032,1
nm0621937,nm1421465,1
nm0621937,nm3294569,1
nm0621937,nm1560318,1
nm0621937,nm0720763,1
nm0621937,nm0534856,1
nm0621937,nm1333687,1
nm0621937,nm0998044,1
nm0621937,nm0048075,1
nm0621937,nm1694524,1
nm0621937,nm0709359,1
nm0621937,nm1121870,3
nm0621937,nm0996625,1
nm0621937,nm2011932,3
nm0621937,nm0004469,1
nm0621937,nm1094012,2
nm0621937,nm0007123,1
nm0621937,nm2144007,1
nm0621937,nm1960306,1
nm0621937,nm2299825,1
nm0621937,nm2318317,1
nm0621937,nm1394426,2
nm0621937,nm0019382,1
nm0621937,nm0712433,1
nm0621937,nm1385228,2
nm0621937,nm2410391,1
nm0621937,nm2433460,1
nm0621937,nm2498217,1
nm0621937,nm0899649,1
nm0621937,nm9013042,1
nm0621937,nm1302330,1
nm0621937,nm1122912,1
nm0621937,nm1596350,2
nm0621937,nm6299092,1
nm0621937,nm3848064,1
nm0621937,nm4987678,1
nm0621937,nm2596365,1
nm0621937,nm0035018,1
nm0621937,nm6325281,1
nm0621937,nm0841552,4
nm0621937,nm2284321,1
nm0621937,nm7936195,1
nm0621937,nm5189611,1
nm0621937,nm11722505,1
nm0621937,nm4925980,1
nm0621937,nm5786946,2
nm0621937,nm4043111,1
nm0621937,nm1599046,1
nm0621937,nm4731677,1
nm0621937,nm0656644,1
nm0621937,nm1574854,1
nm0621937,nm1467000,1
nm0621937,nm0766470,2
nm0621937,nm0619305,1
nm0621937,nm2132667,2
nm0621937,nm3327356,1
nm0621937,nm0737513,1
nm0621937,nm1957308,1
nm0621937,nm1428724,1
nm0621937,nm7441022,3
nm0621937,nm1004985,1
nm0621937,nm7917311,1
nm0621937,nm9706424,1
nm0621937,nm5294556,1
nm0621937,nm8904192,1
nm0621937,nm9350574,1
nm0621937,nm1384413,1
nm0621937,nm2241427,1
nm0621937,nm3768934,1
nm0621937,nm5305841,1
nm0621937,nm6106360,1
nm0621937,nm4886752,1
nm0621937,nm10896848,1
nm0621937,nm0707399,1
nm0621937,nm3966456,1
nm0621937,nm1099597,1
nm0621937,nm1961459,1
nm0621937,nm3711178,1
nm0621937,nm0621418,1
nm0621937,nm4797922,1
nm0621937,nm1269614,1
nm0621937,nm3898762,1
nm0621937,nm5249562,1
nm0621937,nm5654463,1
nm0621937,nm3277309,1
nm0621937,nm3462447,1
nm0621937,nm1230844,1
nm0621937,nm4114567,1
nm0621937,nm14621837,1
nm0621937,nm6817038,1
nm0621937,nm5626108,1
nm0621937,nm5058490,1
nm0621937,nm3223429,1
nm0621937,nm4446366,2
nm0621937,nm0897206,1
nm0621937,nm4971960,1
nm0621937,nm11226133,1
nm0621937,nm1416319,1
nm0621937,nm4425773,1
nm0621937,nm9857894,1
nm0621937,nm2289345,1
nm0621937,nm7319988,1
nm0621937,nm0706485,1
nm0621937,nm3383930,1
nm0621937,nm0708095,1
nm0621937,nm2901297,1
nm0621937,nm3602255,1
nm0621937,nm5654277,1
nm0621937,nm4189429,1
nm0621937,nm0315553,1
nm0621937,nm2257218,1
nm0621937,nm5068044,1
nm0621937,nm8850134,1
nm0621937,nm2281292,1
nm0621937,nm1432530,1
nm0621937,nm0411539,1
nm0621937,nm1204791,1
nm0621937,nm5710665,1
nm0621937,nm1251463,1
nm0621937,nm14033919,1
nm0621937,nm14033915,1
nm0621937,nm14033914,1
nm0621937,nm2052197,1
nm0621937,nm6171986,1
nm0621937,nm9678553,1
nm0621937,nm0737730,1
nm0621937,nm12064193,1
nm0621937,nm1199508,1
nm0621937,nm8387468,1
nm0621937,nm4774929,1
nm0621937,nm1470800,1
nm0621937,nm1417060,1
nm0621937,nm5222279,1
nm0621937,nm4191651,1
nm0621937,nm0049335,1
nm0621937,nm9638670,1
nm0621937,nm0707504,1
nm0621937,nm8314533,1
nm0080238,nm0103977,3
nm0080238,nm0352031,1
nm0080238,nm0534863,1
nm0080238,nm0695177,1
nm0080238,nm1231899,1
nm0080238,nm1413459,1
nm0080238,nm1521381,1
nm0080238,nm0820240,1
nm0080238,nm1333687,1
nm0080238,nm1518334,1
nm0080238,nm0004469,2
nm0080238,nm1094012,1
nm0080238,nm0838520,1
nm0080238,nm0451383,1
nm0080238,nm1953187,1
nm0080238,nm0474871,1
nm0080238,nm1960306,2
nm0080238,nm0019382,5
nm0080238,nm1298052,1
nm0080238,nm0151526,1
nm0080238,nm0991965,1
nm0080238,nm1368731,2
nm0080238,nm0784025,1
nm0080238,nm4442569,1
nm0080238,nm0595934,1
nm0080238,nm2498217,2
nm0080238,nm2496992,1
nm0080238,nm0045075,1
nm0080238,nm5114849,1
nm0080238,nm3808948,3
nm0080238,nm3559559,2
nm0080238,nm7151781,1
nm0080238,nm6601752,1
nm0080238,nm0692586,1
nm0080238,nm4149070,1
nm0080238,nm4925980,1
nm0080238,nm3763970,2
nm0080238,nm0619305,2
nm0080238,nm9706424,2
nm0080238,nm3414188,1
nm0080238,nm5294556,1
nm0080238,nm8468959,1
nm0080238,nm4886752,1
nm0080238,nm0707399,1
nm0080238,nm13619913,1
nm0080238,nm2777281,1
nm0080238,nm1961459,1
nm0080238,nm0621418,1
nm0080238,nm13677053,1
nm0080238,nm2776304,2
nm0080238,nm7917727,1
nm0080238,nm5157126,1
nm0080238,nm8488982,2
nm0080238,nm0710545,1
nm0080238,nm3942577,1
nm0080238,nm0706474,1
nm0080238,nm3749108,1
nm0080238,nm3591550,1
nm0080238,nm3761004,2
nm0080238,nm3223429,1
nm0080238,nm5623923,1
nm0080238,nm9857894,1
nm0080238,nm13537093,1
nm0080238,nm13576488,1
nm0080238,nm11459761,1
nm0080238,nm3383930,1
nm0080238,nm6682161,1
nm0080238,nm9947234,1
nm0080238,nm2981266,2
nm0080238,nm1748588,1
nm0080238,nm11469931,1
nm0080238,nm2967763,1
nm0080238,nm3118945,1
nm0080238,nm1757371,1
nm0080238,nm0103976,1
nm0080238,nm6783918,1
nm0080238,nm7850258,1
nm0080238,nm11203267,1
nm0080238,nm3544047,2
nm0080238,nm13668856,1
nm0080238,nm0025654,1
nm0080238,nm12103226,1
nm0080238,nm4980806,1
nm0080238,nm8194302,1
nm0080238,nm8413674,1
nm0080238,nm11042926,1
nm0080238,nm4015380,3
nm0080238,nm5992649,1
nm0080238,nm11140310,1
nm0080238,nm10466462,1
nm0080238,nm1022090,1
nm0080238,nm7219941,1
nm0080238,nm9366879,1
nm0080238,nm13102954,1
nm0080238,nm8232982,1
nm0080238,nm0695253,1
nm0080238,nm13582632,1
nm0080238,nm13582633,1
nm0080238,nm13582634,1
nm0080238,nm7493517,1
nm0080238,nm11104149,1
nm0080238,nm3301582,1
nm0080238,nm13905285,1
nm0080238,nm8951196,1
nm0080238,nm7932517,1
nm0080238,nm4034632,1
nm0080238,nm9870185,1
nm0080238,nm0080261,1
nm0080238,nm14365362,1
nm0080238,nm14685228,1
nm0080238,nm7179502,1
nm0080238,nm6444197,1
nm0080238,nm3611091,1
nm0080238,nm8493968,1
nm0080238,nm0820245,1
nm0080238,nm8601187,1
nm0080238,nm10233906,1
nm0080238,nm13339808,1
nm0080238,nm13339813,1
nm0080238,nm4061682,1
nm0103977,nm0352031,1
nm0103977,nm0534863,1
nm0103977,nm0695177,4
nm0103977,nm0728262,1
nm0103977,nm0419707,1
nm0103977,nm1521381,2
nm0103977,nm0694893,1
nm0103977,nm1004887,3
nm0103977,nm0542343,1
nm0103977,nm1299510,2
nm0103977,nm1375534,1
nm0103977,nm0820240,3
nm0103977,nm1421465,1
nm0103977,nm0720763,1
nm0103977,nm1032614,1
nm0103977,nm1694524,3
nm0103977,nm0471447,1
nm0103977,nm1121870,1
